,INSTNM,CITY,STABBR,PREDDEG,LOCALE,ADM_RATE,SATVR75,SATMT75,UGDS,TUITIONFEE_IN,TUITIONFEE_OUT,C150_4,RET_FT4,C100_4,ICLEVEL,BOOKSUPPLY,ROOMBOARD_ON,OTHEREXPENSE_ON,ROOMBOARD_OFF,OTHEREXPENSE_OFF,MN_EARN_WNE_P10,STUFACR,MD_EARN_WNE_MALE0_P10,MD_EARN_WNE_MALE1_P10,BBRR4_FED_UG_PAIDINFULL,AVGFACSAL,PRGMOFR,MD_FAMINC,MEDIAN_HH_INC,PCTFLOAN,INEXPFTE,TUITFTE,RET_FT4_POOLED
1182,Southwestern College,Winfield,KS,3,32.0,0.6913,540.0,570.0,1145.0,34900.0,34900.0,0.4045,0.4912,0.3258,1,1000.0,8930.0,6782.0,7792.0,7564.0,54000,10.0,48576.0,59495.0,0.07-0.08,6636.0,,39347,58156.66,0.4465,7166.0,12458.0,0.5078
1183,Sterling College,Sterling,KS,3,42.0,0.474,573.0,593.0,599.0,28500.0,28500.0,0.4317,0.5533,0.1007,1,1240.0,8936.0,4210.0,8936.0,4210.0,40500,10.0,39016.0,49791.0,0.10-0.14,4661.0,,45058,58015.54,0.5444,5764.0,9404.0,0.564
1184,Tabor College,Hillsboro,KS,3,33.0,0.5447,,,555.0,33400.0,33400.0,0.48,0.7544,0.42,1,0.0,9300.0,4010.0,9350.0,4500.0,45500,16.0,44940.0,47436.0,0.13-0.14,5100.0,,49304.5,57538.37,0.6843,5972.0,15098.0,0.6453
1185,Washburn University,Topeka,KS,3,12.0,,,,3984.0,8872.0,19876.0,0.5139,0.6629,0.2725,1,993.0,9838.0,3314.0,10716.0,3314.0,43500,13.0,45218.0,49340.0,0.12,7653.0,,36446,57541.98,0.3909,8979.0,6398.0,0.6808
1186,Wichita State University-Campus of Applied Sciences and Technology,Wichita,KS,1,41.0,,,,2305.0,5963.0,6875.0,,,,2,929.0,,,10954.0,2694.0,34400,15.0,35851.0,48280.0,0.09,4710.0,,24244,56522.93,0.2269,4331.0,3505.0,
1187,Wichita State University,Wichita,KS,3,11.0,0.9106,620.0,600.0,10466.0,8800.0,18165.0,0.4767,0.6866,0.247,1,1250.0,12610.0,3400.0,10759.0,3400.0,45400,19.0,47087.0,57844.0,0.12,8202.0,,43391,60078.99,0.4144,8949.0,9042.0,0.6981
1188,Wichita Technical Institute,Wichita,KS,1,11.0,,,,1012.0,,,,,,2,,,,,,36000,22.0,27151.0,37460.0,0.03,4349.0,7.0,10582,51573.55,0.5917,3606.0,5657.0,
1189,Alice Lloyd College,Pippa Passes,KY,3,43.0,0.3582,610.0,530.0,613.0,14230.0,14230.0,0.2932,0.5619,0.2304,1,1400.0,7390.0,5100.0,3650.0,5200.0,41600,21.0,34503.0,41300.0,0.05-0.09,5133.0,,39463,31403.34,0.5404,5344.0,7313.0,0.6082
1190,Asbury University,Wilmore,KY,3,31.0,0.7744,,,1335.0,32652.0,32652.0,0.6474,0.8359,0.5563,1,1380.0,8340.0,3090.0,5815.0,3636.0,40700,14.0,37284.0,49845.0,0.17-0.18,6601.0,,55322,61842.48,0.5097,10342.0,13581.0,0.8203
1191,Asbury Theological Seminary,Wilmore,KY,4,31.0,,,,,,,,,,1,,,,,,50200,,,,PrivacySuppressed,8966.0,,13154.5,56966.82,,9559.0,7512.0,
1192,Ashland Community and Technical College,Ashland,KY,1,13.0,,,,1665.0,4488.0,15240.0,,,,2,1078.0,,,7508.0,3068.0,31500,16.0,25565.0,43978.0,0.08,5667.0,,17762.5,41775.74,0.2421,5502.0,2117.0,
1193,Barrett and Company School of Hair Design,Nicholasville,KY,1,31.0,,,,27.0,,,,,,3,,,,,,18100,7.0,20869.0,,<=0.20,,3.0,12768,53548.2,0.5541,6013.0,14443.0,
1194,Bellarmine University,Louisville,KY,3,11.0,0.855,640.0,640.0,2356.0,44920.0,44920.0,0.6521,0.7696,0.5757,1,,9420.0,6878.0,9420.0,6878.0,50600,12.0,54454.0,59786.0,0.21,7890.0,,68249,65601.28,0.5461,9816.0,17342.0,0.8049
1195,Berea College,Berea,KY,3,32.0,0.3301,640.0,628.0,1454.0,43612.0,43612.0,0.6558,0.8367,0.4465,1,700.0,7484.0,2600.0,7484.0,2600.0,36300,9.0,37271.0,44030.0,0.25-0.29,8250.0,,22742,47532.74,0.0573,19832.0,1340.0,0.8586
1196,PJ's College of Cosmetology-Bowling Green,Bowling Green,KY,1,13.0,,,,275.0,,,,,,3,,,,,,19000,10.0,18877.0,,<=0.05,,4.0,14380.5,53151.54,0.7687,5917.0,11380.0,
1197,Southcentral Kentucky Community and Technical College,Bowling Green,KY,1,13.0,,,,2830.0,4488.0,15240.0,,,,2,1078.0,,,7508.0,3068.0,32800,20.0,28248.0,43155.0,0.06,5167.0,,24210,44390.6,0.1491,3884.0,2727.0,
1198,Brescia University,Owensboro,KY,3,13.0,0.5313,590.0,600.0,702.0,26950.0,26950.0,0.4932,0.6644,0.3358,1,3000.0,10204.0,2100.0,11500.0,2100.0,48000,12.0,36049.0,46338.0,0.07-0.08,5703.0,,34373,50402.08,0.0896,7277.0,9975.0,0.6856
1199,Campbellsville University,Campbellsville,KY,3,32.0,,,,2652.0,25000.0,25000.0,0.3577,0.6129,0.2876,1,1200.0,8880.0,5412.0,8000.0,7584.0,35400,16.0,34673.0,45252.0,0.11,5777.0,,34000,47586.61,0.263,5710.0,11767.0,0.6288
1200,Bluegrass Community and Technical College,Lexington,KY,1,11.0,,,,7612.0,4568.0,15320.0,,,,2,1078.0,,,7508.0,3068.0,29800,18.0,30624.0,40671.0,0.07,5656.0,,24109,51080.41,0.2501,4072.0,2973.0,
1201,Centre College,Danville,KY,3,32.0,0.6798,695.0,770.0,1315.0,46000.0,46000.0,0.8636,0.8949,0.8503,1,1250.0,11600.0,1850.0,9430.0,2320.0,53800,9.0,53155.0,70050.0,0.35-0.39,8543.0,,84855.5,64052.84,0.4396,18047.0,16344.0,0.8939
1202,Clear Creek Baptist Bible College,Pineville,KY,3,42.0,,,,105.0,9860.0,9860.0,0.4706,0.8571,0.25,1,1400.0,4320.0,4463.0,9314.0,4463.0,31000,10.0,,36380.0,PrivacySuppressed,4513.0,,29081,39097.8,0.0,6511.0,5730.0,0.7317
1203,Paul Mitchell the School-Lexington,Lexington,KY,1,11.0,,,,195.0,,,,,,3,,,,,,PrivacySuppressed,20.0,22472.0,,<=0.05,,3.0,20269,58031.69,0.5231,2785.0,9581.0,
1204,Galen College of Nursing-Louisville,Louisville,KY,3,11.0,,,,3992.0,,,0.4206,0.7,,1,,,,,,44400,12.0,56227.0,63498.0,0.06,6217.0,3.0,32673.5,54499.36,0.682,4066.0,11093.0,0.2973
1205,University of the Cumberlands,Williamsburg,KY,3,33.0,0.8503,600.0,600.0,4379.0,9875.0,9875.0,0.4804,0.6712,0.3741,1,0.0,9300.0,5709.0,8640.0,9414.0,38200,20.0,37472.0,45110.0,0.15,5702.0,,38747,44968.88,0.4653,2298.0,10105.0,0.6634
1206,Eastern Kentucky University,Richmond,KY,3,32.0,0.9835,590.0,590.0,10987.0,9752.0,20024.0,0.4777,0.7386,0.3433,1,0.0,9410.0,2800.0,9410.0,4600.0,39300,15.0,37457.0,50169.0,0.1,7301.0,,39224.5,47617.36,0.4614,8180.0,6781.0,0.7688
1207,Elizabethtown Community and Technical College,Elizabethtown,KY,1,13.0,,,,3646.0,4488.0,15240.0,,,,2,1078.0,,,7508.0,3068.0,31400,22.0,30363.0,43307.0,0.08,5858.0,,22907,48964.63,0.1272,3858.0,2422.0,
1208,Frontier Nursing University,Versailles,KY,4,41.0,,,,,,,,,,1,,,,,,,,,,PrivacySuppressed,8098.0,,PrivacySuppressed,,,12790.0,25209.0,
1209,Georgetown College,Georgetown,KY,3,31.0,0.7453,,,1228.0,41200.0,41200.0,0.5638,0.723,0.5177,1,1250.0,10990.0,2234.0,8048.0,4104.0,50500,13.0,45319.0,54851.0,0.15-0.16,6516.0,,59301,56937.11,0.596,5881.0,7703.0,0.7189
1210,PJ's College of Cosmetology-Glasgow,Glasgow,KY,1,32.0,,,,45.0,,,,,,3,,,,,,PrivacySuppressed,10.0,15650.0,,<=0.20,,4.0,14240,38081.94,0.6207,3697.0,10913.0,
1211,Hazard Community and Technical College,Hazard,KY,1,33.0,,,,1468.0,4488.0,15240.0,,,,2,1078.0,,,7508.0,3068.0,28400,16.0,26260.0,30817.0,0.07,6040.0,,10487,28303.42,0.1141,7529.0,2385.0,
1212,Paul Mitchell the School-Louisville,Louisville,KY,1,21.0,,,,207.0,,,,,,3,,,,,,18400,17.0,21856.0,,0.05-0.09,,2.0,21005,35802.1,0.5513,3171.0,9104.0,
1213,Henderson Community College,Henderson,KY,1,41.0,,,,837.0,4488.0,15240.0,,,,2,1078.0,,,7508.0,3068.0,31100,16.0,30746.0,43452.0,0.05-0.06,5681.0,,21572,49398.82,0.1427,5825.0,2488.0,
1214,Hopkinsville Community College,Hopkinsville,KY,1,32.0,,,,1444.0,4488.0,15240.0,,,,2,1078.0,,,7508.0,3068.0,31500,16.0,28979.0,41762.0,0.07,5293.0,,24302,46184.42,0.1575,6135.0,2973.0,
1215,Jefferson Community and Technical College,Louisville,KY,1,11.0,,,,7286.0,4568.0,15320.0,,,,2,1078.0,,,7508.0,3068.0,31500,23.0,33291.0,40179.0,0.07,5992.0,,19043.5,52179.03,0.1352,3823.0,2519.0,
1216,Summit Salon Academy-Lexington,Lexington,KY,1,11.0,,,,84.0,,,,,,3,,,,,,PrivacySuppressed,20.0,27556.0,,<=0.05,,4.0,14052,50105.28,0.5238,3119.0,10657.0,
1217,American National University-Pikeville,Pikeville,KY,2,41.0,,,,210.0,10354.0,10354.0,0.3333,,,1,309.0,,,5344.0,5555.0,23200,14.0,24541.0,26493.0,0.02,4385.0,,12639,46461.38,0.719,12503.0,26770.0,
1218,Kentucky Mountain Bible College,Jackson,KY,2,42.0,0.4821,,,69.0,9760.0,9760.0,0.6429,0.625,0.3333,1,500.0,5190.0,500.0,6500.0,750.0,PrivacySuppressed,14.0,,,PrivacySuppressed,410.0,,30229,44446.55,0.4598,1769.0,10698.0,0.7381
1219,Kentucky State University,Frankfort,KY,3,32.0,0.652,,,1660.0,9020.0,12870.0,0.3719,0.7025,0.2059,1,1300.0,6690.0,998.0,7790.0,5612.0,31300,13.0,35628.0,38744.0,0.03,7182.0,,27492,51636.62,0.46,6707.0,8388.0,0.7412
1220,Kentucky Wesleyan College,Owensboro,KY,3,13.0,0.6723,560.0,580.0,774.0,29660.0,29660.0,0.4586,0.5508,0.326,1,1298.0,10850.0,2500.0,7504.0,3608.0,41700,12.0,37092.0,50135.0,0.05-0.09,5621.0,,47139.5,52095.32,0.6144,5042.0,12972.0,0.6054
1221,University of Kentucky,Lexington,KY,3,11.0,0.9401,660.0,670.0,21358.0,12610.0,31608.0,0.6815,0.8573,0.5107,1,1000.0,14000.0,4080.0,14000.0,4080.0,54000,16.0,51267.0,61866.0,0.17,10967.0,,61931.5,59287.73,0.3644,11957.0,12811.0,0.8583
1222,Kentucky Christian University,Grayson,KY,3,32.0,0.5768,530.0,500.0,514.0,22130.0,22130.0,0.3645,0.4452,0.3178,1,1200.0,8840.0,5144.0,8840.0,12700.0,36500,12.0,35279.0,43067.0,0.05-0.09,4822.0,,42846,53919.37,0.6483,5724.0,3516.0,0.5324
1223,Lexington Theological Seminary,Lexington,KY,4,11.0,,,,,,,,,,1,,,,,,,,,,PrivacySuppressed,6059.0,,,,,38526.0,6482.0,
1224,Lindsey Wilson College,Columbia,KY,3,33.0,,,,1713.0,25718.0,25718.0,0.4023,0.549,0.3008,1,1000.0,9495.0,5243.0,11000.0,5243.0,31300,15.0,32625.0,41066.0,0.09,5942.0,,25540.5,38952.05,0.7595,4417.0,8027.0,0.6194
1225,University of Louisville,Louisville,KY,3,11.0,0.7469,630.0,640.0,13815.0,12370.0,28716.0,0.6248,0.7666,0.4106,1,1200.0,9852.0,6782.0,9712.0,7564.0,48600,13.0,47081.0,58372.0,0.15,8177.0,,47376,59042.66,0.3236,14246.0,12518.0,0.7877
1226,Louisville Presbyterian Theological Seminary,Louisville,KY,4,11.0,,,,,,,,,,1,,,,,,PrivacySuppressed,,,,PrivacySuppressed,5742.0,,,PrivacySuppressed,,20447.0,235.0,
1227,Madisonville Community College,Madisonville,KY,1,41.0,,,,1817.0,4488.0,15240.0,,,,2,1078.0,,,7508.0,3068.0,32100,15.0,29522.0,41744.0,0.1,6024.0,,22750.5,42122.15,0.1302,5601.0,2563.0,
1228,Maysville Community and Technical College,Maysville,KY,1,41.0,,,,1955.0,4488.0,15240.0,,,,2,1078.0,,,7508.0,3068.0,29200,17.0,27248.0,39699.0,0.06,5583.0,,18142,41831.29,0.1883,5577.0,1730.0,
1229,Midway University,Midway,KY,3,42.0,0.7774,570.0,550.0,1168.0,24850.0,24850.0,0.5833,0.6743,0.5435,1,1200.0,8600.0,7000.0,8600.0,7000.0,37400,15.0,39723.0,68309.0,0.07-0.08,6676.0,,31774,50374.83,0.6753,5667.0,12301.0,0.6739
1230,Morehead State University,Morehead,KY,3,33.0,0.8983,,,5210.0,9462.0,14106.0,0.4481,0.7008,0.2996,1,1008.0,10040.0,2604.0,10630.0,2884.0,37000,15.0,37084.0,44899.0,0.08,6723.0,,35407,42103.85,0.3565,7665.0,4009.0,0.7308
1231,Murray State University,Murray,KY,3,33.0,0.8516,610.0,590.0,6744.0,9252.0,18528.0,0.5587,0.7466,0.3735,1,1260.0,9868.0,4330.0,10717.0,4990.0,42300,16.0,38433.0,52338.0,0.13,7002.0,,46064,48948.11,0.3979,8858.0,7162.0,0.7768
1232,Gateway Community and Technical College,Florence,KY,1,21.0,,,,2520.0,4568.0,15320.0,,,,2,1078.0,,,7508.0,3068.0,31700,16.0,32366.0,44053.0,0.06,5538.0,,24074,60918.55,0.1344,4193.0,3169.0,
1233,Northern Kentucky University,Highland Heights,KY,3,21.0,0.8029,590.0,620.0,8982.0,10392.0,20448.0,0.478,0.7006,0.3058,1,800.0,11454.0,2500.0,11454.0,5364.0,41800,17.0,42351.0,54005.0,0.12,8016.0,,48195,63568.77,0.3796,8548.0,10010.0,0.7243
1234,West Kentucky Community and Technical College,Paducah,KY,1,33.0,,,,2961.0,4488.0,15240.0,,,,2,1078.0,,,7508.0,3068.0,31400,16.0,28105.0,42653.0,0.09,5578.0,,19678,44699.4,0.131,5486.0,2267.0,
1235,University of Pikeville,Pikeville,KY,3,33.0,,,,1001.0,22650.0,22650.0,0.3099,0.6131,0.2325,1,2000.0,8200.0,3040.0,8200.0,3040.0,39000,13.0,44687.0,41570.0,0.07-0.08,6540.0,,23445,35782.96,0.7634,10402.0,23573.0,0.6092
1236,Big Sandy Community and Technical College,Prestonsburg,KY,1,33.0,,,,1690.0,4488.0,15240.0,,,,2,1078.0,,,7508.0,3068.0,28200,13.0,25272.0,38093.0,0.06,5884.0,,13825,31155.33,0.2189,7381.0,1116.0,
1237,Empire Beauty School-Chenoweth,Louisville,KY,1,21.0,,,,100.0,,,,,,3,,,,,,22000,16.0,22923.0,25611.0,0.05,,2.0,15061,53670.83,0.5519,7176.0,8824.0,
1238,Empire Beauty School-Elizabethtown,Elizabethtown,KY,1,13.0,,,,125.0,,,,,,3,,,,,,24800,23.0,23557.0,26569.0,0.05,,2.0,12594.5,49557.66,0.5189,5322.0,8677.0,
1239,Empire Beauty School-Dixie,Louisville,KY,1,11.0,,,,87.0,,,,,,3,,,,,,22700,17.0,23198.0,23649.0,0.04,,2.0,13279.5,55141.05,0.5069,5213.0,8582.0,
1240,Empire Beauty School-Florence,Florence,KY,1,21.0,,,,111.0,,,,,,3,,,,,,20200,25.0,23313.0,23063.0,0.04,,2.0,14091,49188.97,0.4767,5410.0,9178.0,
1241,Somerset Community College,Somerset,KY,1,33.0,,,,3382.0,4488.0,15240.0,,,,2,1078.0,,,7508.0,3068.0,27500,16.0,25740.0,34779.0,0.06,5618.0,,19686,33031.45,0.2113,5344.0,1654.0,
1242,Southeast Kentucky Community & Technical College,Cumberland,KY,1,32.0,,,,1381.0,4488.0,15240.0,,,,2,1078.0,,,7508.0,3068.0,27900,17.0,24932.0,36090.0,0.06,5875.0,,13940,28069.04,0.1146,6655.0,1828.0,
1243,The Southern Baptist Theological Seminary,Louisville,KY,3,11.0,0.8028,650.0,600.0,853.0,11896.0,11896.0,0.4191,0.8346,0.3554,1,1700.0,7450.0,1500.0,2460.0,1500.0,,18.0,,,PrivacySuppressed,7882.0,,,,0.0,4102.0,7545.0,0.8299
1244,Spalding University,Louisville,KY,3,11.0,0.8978,560.0,540.0,683.0,26550.0,26550.0,0.4246,0.5758,0.3017,1,1120.0,8266.0,7114.0,11632.0,9908.0,48300,10.0,46902.0,54602.0,0.11-0.12,6791.0,,33885.5,55916.29,0.6503,9378.0,17435.0,0.616
1245,Sullivan University,Louisville,KY,2,11.0,,,,2060.0,13500.0,13500.0,0.2,,,1,1800.0,10485.0,5206.0,6593.0,8831.0,35100,9.0,31712.0,42346.0,0.06,7017.0,,22309,55475.64,0.6202,6967.0,22029.0,
1246,Thomas More University,Crestview Hills,KY,3,21.0,0.9643,,,1446.0,34760.0,34760.0,0.5131,0.6321,0.3483,1,500.0,9688.0,3392.0,7651.0,6923.0,58900,13.0,51133.0,66776.0,0.13-0.14,6687.0,,59077,64733.74,0.5042,5732.0,13558.0,0.6527
1247,Transylvania University,Lexington,KY,3,11.0,0.9197,670.0,660.0,970.0,42520.0,42520.0,0.7338,0.8415,0.7013,1,1000.0,12200.0,2350.0,12200.0,2350.0,50100,10.0,49433.0,59228.0,0.20-0.24,7750.0,,84264.5,57136.1,0.5617,9609.0,15847.0,0.818
1248,Union College,Barbourville,KY,3,33.0,0.5643,558.0,590.0,776.0,28889.0,28889.0,0.3709,0.6023,0.2817,1,1470.0,6700.0,3955.0,7475.0,3955.0,36400,13.0,37952.0,41934.0,0.09-0.10,4721.0,,36523,38949.24,0.6674,4681.0,10309.0,0.6087
1249,Western Kentucky University,Bowling Green,KY,3,13.0,0.9848,,,12526.0,10992.0,27000.0,0.536,0.728,0.4005,1,1000.0,10708.0,2115.0,10708.0,5195.0,38600,18.0,37965.0,46962.0,0.1,7658.0,,41838,50387.75,0.388,8739.0,7057.0,0.7463
1250,Central Louisiana Technical Community College,Alexandria,LA,1,13.0,,,,1364.0,4099.0,4099.0,,,,2,1220.0,,,9073.0,3919.0,,25.0,25627.0,33759.0,PrivacySuppressed,5090.0,,17573,,0.2655,5399.0,2776.0,
1251,Ayers Career College,Shreveport,LA,1,12.0,,,,161.0,,,,,,3,,,,,,27700,12.0,24918.0,37006.0,<=0.05,,4.0,15561,43043.4,0.8418,3478.0,13675.0,
1252,Baton Rouge General Medical Center School of Nursing & School of Radiologic Technology,Baton Rouge,LA,1,12.0,,,,110.0,,,,,,2,,,,,,53400,10.0,57435.0,,<=0.20,,,24905,55255.05,0.82,9434.0,19530.0,
1253,Baton Rouge School of Computers,Baton Rouge,LA,1,12.0,,,,48.0,,,,,,2,,,,,,37100,10.0,21641.0,36443.0,PrivacySuppressed,3042.0,6.0,14587,52745.8,0.6825,1980.0,14568.0,
1254,Bossier Parish Community College,Bossier City,LA,1,13.0,,,,5104.0,4284.0,4284.0,,,,2,1300.0,,,9899.0,5250.0,36400,27.0,30939.0,38451.0,0.03,5796.0,,19615.5,46602.93,0.454,4018.0,3474.0,
1255,Centenary College of Louisiana,Shreveport,LA,3,12.0,0.6313,640.0,610.0,514.0,38060.0,38060.0,0.5669,0.6776,0.5223,1,1300.0,13940.0,4200.0,9940.0,4800.0,52500,8.0,47522.0,51158.0,0.10-0.14,7865.0,,62373,58549.24,0.6504,10993.0,11504.0,0.7222
1256,Cloyd's Beauty School 1 Inc,West Monroe,LA,1,22.0,,,,57.0,,,,,,3,,,,,,PrivacySuppressed,20.0,16235.0,,PrivacySuppressed,,3.0,12425,44490.45,0.0,1833.0,4296.0,
1257,Crescent City Bartending School,New Orleans,LA,1,11.0,,,,475.0,,,,,,3,,,,,,29400,20.0,24496.0,26240.0,0.03-0.04,,3.0,10329,51898.48,0.1882,1248.0,4528.0,
1258,Delgado Community College,New Orleans,LA,1,11.0,,,,11287.0,3976.0,3976.0,,,,2,1200.0,,,8789.0,3626.0,34700,20.0,31834.0,40750.0,0.04,5664.0,,16649.5,48905.7,0.4542,4588.0,3409.0,
1259,Avery James College,Lake Charles,LA,1,13.0,,,,47.0,,,,,,3,,,,,,PrivacySuppressed,9.0,17100.0,,PrivacySuppressed,,1.0,11372,46114.07,0.6744,2390.0,4409.0,
1260,Denham Springs Beauty School,Denham Springs,LA,1,21.0,,,,60.0,,,,,,3,,,,,,19500,15.0,,,<=0.20,,1.0,25978,54621.05,0.4691,2435.0,8897.0,
1261,Dillard University,New Orleans,LA,3,11.0,0.5522,555.0,565.0,1200.0,19284.0,19284.0,0.5203,0.7299,0.402,1,1300.0,10466.0,4260.0,9795.0,5160.0,37900,13.0,36137.0,38565.0,<=0.02,5866.0,,23449,51069.58,0.9909,7150.0,8030.0,0.7148
1262,Nunez Community College,Chalmette,LA,1,21.0,,,,1506.0,4255.0,4255.0,,,,2,1625.0,,,9795.0,5160.0,32500,20.0,33553.0,46990.0,0.08,5513.0,,16977.5,47560.95,0.4146,3588.0,2676.0,
1263,Grambling State University,Grambling,LA,3,32.0,0.7246,520.0,520.0,4405.0,7683.0,16706.0,0.2885,0.6933,0.1167,1,1800.0,10990.0,5190.0,9932.0,5190.0,32800,24.0,33609.0,37370.0,0.01,6007.0,,19680,44602.47,0.9169,3792.0,5407.0,0.7263
1264,Guy's Shreveport Academy of Cosmetology Inc,Shreveport,LA,1,12.0,,,,17.0,,,,,,3,,,,,,21400,4.0,18350.0,,<=0.20,,4.0,20874,44752.49,0.8961,5940.0,13262.0,
1265,ITI Technical College,Baton Rouge,LA,2,21.0,,,,555.0,11156.0,11156.0,,,,2,1631.0,,,5904.0,8136.0,59900,14.0,30433.0,65668.0,0.09-0.10,4279.0,,26512,54694.13,0.7273,5667.0,14742.0,
1266,John Jay Beauty College,Kenner,LA,1,21.0,,,,102.0,,,,,,3,,,,,,23800,20.0,20483.0,,PrivacySuppressed,,3.0,13829,53973.89,0.0,2531.0,8021.0,
1267,Louisiana State University Health Sciences Center-New Orleans,New Orleans,LA,3,11.0,,,,893.0,,,,,,1,,,,,,99800,3.0,65331.0,87579.0,0.17-0.18,8670.0,,33813,54579.64,0.32,70619.0,19682.0,
1268,Louisiana State University-Alexandria,Alexandria,LA,3,41.0,0.5829,640.0,570.0,3176.0,6884.0,14024.0,0.2651,0.57,0.1943,1,1220.0,9500.0,3332.0,9072.0,3918.0,36300,15.0,37292.0,46921.0,0.09,6171.0,,32073,39416.07,0.3958,4237.0,6016.0,0.5842
1269,Louisiana State University and Agricultural & Mechanical College,Baton Rouge,LA,3,12.0,0.7086,660.0,660.0,26455.0,11958.0,28635.0,0.6899,0.8291,0.4294,1,1038.0,13154.0,7686.0,15128.0,7686.0,60100,22.0,51745.0,70402.0,0.16,10249.0,,55214,57504.74,0.2753,10678.0,11920.0,0.8436
1270,Louisiana State University-Eunice,Eunice,LA,2,32.0,,,,2528.0,4730.0,10094.0,,,,2,1300.0,9932.0,4290.0,9932.0,5190.0,36700,23.0,30649.0,50840.0,0.08,5491.0,,26778,36892.85,0.4459,3824.0,3663.0,
1271,Louisiana State University-Shreveport,Shreveport,LA,3,12.0,0.9073,510.0,560.0,2196.0,7327.0,20481.0,0.3775,0.6204,0.2277,1,1300.0,8783.0,4290.0,9932.0,5190.0,41000,24.0,41841.0,53433.0,0.06,8496.0,,25731,47946.96,0.329,6468.0,8038.0,0.6183
1272,Aveda Arts & Sciences Institute-Baton Rouge,Baton Rouge,LA,1,21.0,,,,184.0,,,,,,3,,,,,,25300,20.0,26223.0,,0.05-0.09,,1.0,16450,58816.03,0.6327,4262.0,10121.0,
1273,Aveda Arts & Sciences Institute-Lafayette,Lafayette,LA,1,12.0,,,,193.0,,,,,,3,,,,,,23100,20.0,18908.0,,0.05-0.09,,2.0,20768,47038.29,0.5432,7544.0,16873.0,
1274,Louisiana Academy of Beauty,Eunice,LA,1,32.0,,,,32.0,,,,,,3,,,,,,PrivacySuppressed,11.0,19134.0,,PrivacySuppressed,,2.0,17020.5,34243.74,0.3095,1995.0,11942.0,
1275,Louisiana Christian University,Pineville,LA,3,23.0,0.7609,520.0,560.0,869.0,17950.0,17950.0,0.2749,0.5877,0.1805,1,1300.0,6300.0,2990.0,9932.0,4262.0,48300,11.0,39885.0,48498.0,0.11-0.12,5973.0,,32431,46322.14,0.6257,7840.0,9811.0,0.6
1276,Opelousas School of Cosmetology,Opelousas,LA,1,31.0,,,,38.0,,,,,,3,,,,,,PrivacySuppressed,4.0,,,PrivacySuppressed,,2.0,15718,31659.96,0.4667,3912.0,4230.0,
1277,Louisiana Tech University,Ruston,LA,3,32.0,0.6583,630.0,650.0,7785.0,10065.0,16806.0,0.5887,0.8104,0.3921,1,900.0,9210.0,3870.0,9573.0,4644.0,49200,20.0,43532.0,59934.0,0.13,8220.0,,45709.5,46738.12,0.3214,6753.0,8714.0,0.809
1278,Loyola University New Orleans,New Orleans,LA,3,11.0,0.7827,,,3230.0,43498.0,43498.0,0.6212,0.8073,0.5394,1,1300.0,13992.0,3190.0,13992.0,3190.0,52300,14.0,49836.0,50072.0,0.14,8113.0,,62000,67759.61,0.5896,10099.0,14583.0,0.8183
1279,McNeese State University,Lake Charles,LA,3,13.0,0.6876,560.0,610.0,5202.0,8380.0,16418.0,0.4216,0.6944,0.226,1,1300.0,9344.0,5190.0,9932.0,5190.0,45000,19.0,39276.0,56377.0,0.11,7156.0,,35341.5,47295.56,0.3213,4669.0,6113.0,0.7054
1280,University of New Orleans,New Orleans,LA,3,11.0,0.8058,640.0,640.0,5629.0,9072.0,13908.0,0.389,0.5788,0.2022,1,1300.0,11496.0,5480.0,9795.0,5480.0,43500,19.0,43186.0,52122.0,0.09,8320.0,,29218,51940.24,0.3418,6295.0,8803.0,0.6342
1281,New Orleans Baptist Theological Seminary,New Orleans,LA,3,11.0,,,,792.0,9760.0,9760.0,0.5932,0.6667,0.4915,1,1000.0,5025.0,1895.0,14000.0,5175.0,,14.0,,,PrivacySuppressed,5917.0,,,,0.0,10150.0,8051.0,0.589
1282,Nicholls State University,Thibodaux,LA,3,13.0,0.9719,605.0,623.0,5181.0,7946.0,9039.0,0.5025,0.6967,0.2631,1,1300.0,10408.0,4362.0,9932.0,5262.0,43800,16.0,39734.0,54768.0,0.1,6558.0,,36747,49304.74,0.4526,5769.0,6255.0,0.7256
