,School_Name,City,State,PREDDEG,LOCALE,Admission_Rate,ACT_Reading_Scores_75th_Percentile,ACT_Math_Scores_75th_Percentile,Undergraduate_Enrollment,InState_Tuition,OutOfState_Tuition,C150_4,RET_FT4,Completion_Rate_100%_Expected_Time,ICLEVEL,BOOKSUPPLY,ROOMBOARD_ON,OTHEREXPENSE_ON,ROOMBOARD_OFF,OTHEREXPENSE_OFF,Mean_Earnings_10_Years_Post_Grad,Student_Faculty_Ratio,Median_Woman_Earnings_Post_Grad,Median_Male_Earnings_Post_Grad,Percentage_Federal_Loans_Paid_After_4Years,Average_Faculty_Salary
402,University of Redlands,Redlands,CA,3,13.0,0.8297,650.0,630.0,2596.0,54066.0,54066.0,0.6941,0.8075,0.5851,1,1125.0,15562.0,2979.0,15562.0,2979.0,57700,11.0,63432.0,76157.0,0.19,10501.0
415,San Diego State University,San Diego,CA,3,11.0,0.379,632.0,632.0,30991.0,8136.0,20016.0,0.7615,0.9008,0.4819,1,1091.0,19330.0,2927.0,15375.0,3654.0,55900,26.0,57220.0,68060.0,0.21,10936.0
416,University of San Diego,San Diego,CA,3,11.0,0.527,632.0,632.0,5601.0,52864.0,52864.0,0.8002,0.9194,0.6667,1,1104.0,16246.0,2979.0,17253.0,4761.0,71100,13.0,74237.0,85389.0,0.29,12520.0
418,San Francisco Conservatory of Music,San Francisco,CA,3,11.0,0.4645,632.0,632.0,228.0,50800.0,50800.0,0.7059,0.9107,0.6176,1,975.0,19700.0,5200.0,17200.0,6100.0,30800,3.0,0.0,32279.0,0.20-0.39,14965.0
419,San Francisco State University,San Francisco,CA,3,11.0,0.9292,632.0,632.0,22563.0,7304.0,19184.0,0.5371,0.8452,0.2406,1,1076.0,15950.0,3133.0,18270.0,4025.0,54700,20.0,62581.0,68075.0,0.2,10761.0
420,University of San Francisco,San Francisco,CA,3,11.0,0.7092,690.0,700.0,5937.0,53472.0,53472.0,0.7561,0.8633,0.6762,1,1130.0,16140.0,4490.0,16140.0,4490.0,74000,13.0,80802.0,90185.0,0.27,13123.0
425,William Jessup University,Rocklin,CA,3,41.0,0.7778,632.0,632.0,1195.0,37000.0,37000.0,0.6,0.6159,0.4897,1,1125.0,12368.0,2979.0,17253.0,4761.0,45100,13.0,46625.0,61541.0,0.19-0.20,7439.0
427,San Jose State University,San Jose,CA,3,11.0,0.8437,632.0,632.0,28190.0,7852.0,19732.0,0.6879,0.8851,0.252,1,1087.0,17360.0,3133.0,18521.0,3975.0,63800,24.0,66951.0,80672.0,0.26,10570.0
431,Santa Clara University,Santa Clara,CA,3,12.0,0.5398,720.0,770.0,5887.0,55860.0,55860.0,0.9087,0.9435,0.85,1,1125.0,16533.0,2979.0,17253.0,4761.0,85300,11.0,92649.0,105728.0,0.44,13444.0
435,Scripps College,Claremont,CA,3,21.0,0.2954,760.0,760.0,1091.0,58442.0,58442.0,0.8231,0.9655,0.7653,1,800.0,18998.0,2000.0,16055.0,1643.33,61800,10.0,70055.0,0.0,0.40-0.49,11552.0
442,Simpson University,Redding,CA,3,13.0,0.6695,632.0,632.0,805.0,35900.0,35900.0,0.4478,0.5714,0.3333,1,1125.0,11900.0,2637.0,17253.0,3843.0,39900,13.0,45398.0,51522.0,0.17-0.18,6659.0
447,Saint Mary's College of California,Moraga,CA,3,21.0,0.7008,632.0,632.0,2190.0,51768.0,51768.0,0.7308,0.8825,0.6138,1,1100.0,16300.0,2100.0,15698.0,2550.0,63600,9.0,68890.0,76558.0,0.26,10671.0
449,Sonoma State University,Rohnert Park,CA,3,21.0,0.9373,632.0,632.0,6560.0,7988.0,19868.0,0.5991,0.8312,0.411,1,1022.0,14510.0,3178.0,17252.0,3216.0,53200,20.0,59870.0,67899.0,0.24,10494.0
452,Vanguard University of Southern California,Costa Mesa,CA,3,12.0,0.6901,610.0,590.0,1972.0,37700.0,37700.0,0.6146,0.7514,0.5553,1,1120.0,9980.0,2970.0,17250.0,4730.0,48800,17.0,48765.0,61742.0,0.18,8658.0
457,Southern California Institute of Architecture,Los Angeles,CA,3,11.0,0.6486,660.0,750.0,252.0,49016.0,49016.0,0.7419,0.9259,0.0,1,3150.0,0.0,0.0,13440.0,11000.0,44200,15.0,77478.0,78230.0,<=0.20,12303.0
458,University of Southern California,Los Angeles,CA,3,11.0,0.1251,750.0,790.0,20619.0,61503.0,61503.0,0.9201,0.9633,0.788,1,1200.0,16732.0,2224.0,16732.0,2224.0,88800,9.0,86675.0,95690.0,0.32,15683.0
462,Thomas Aquinas College,Santa Paula,CA,3,42.0,0.8314,720.0,650.0,497.0,26000.0,26000.0,0.859,0.8852,0.7692,1,0.0,9400.0,3028.0,17252.0,4810.0,45900,11.0,34820.0,57190.0,0.30-0.39,5863.0
479,Westmont College,Santa Barbara,CA,3,22.0,0.7897,720.0,740.0,1238.0,48660.0,48660.0,0.7345,0.8502,0.6873,1,1600.0,15370.0,1400.0,8550.0,2300.0,58000,10.0,57065.0,77359.0,0.29-0.30,9633.0
480,Whittier College,Whittier,CA,3,21.0,0.8249,680.0,660.0,1321.0,49514.0,49514.0,0.636,0.8201,0.5955,1,1000.0,14972.0,1000.0,9000.0,1500.0,50900,11.0,58049.0,69035.0,0.19-0.20,8653.0
481,Woodbury University,Burbank,CA,3,11.0,0.6304,632.0,632.0,937.0,43418.0,43418.0,0.5913,0.7464,0.3217,1,1125.0,13896.0,2979.0,17253.0,4761.0,52100,8.0,55889.0,64838.0,0.09-0.10,7699.0
484,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,Los Angeles,CA,3,11.0,0.686,632.0,632.0,142.0,15700.0,15700.0,0.25,0.8824,0.2333,1,0.0,8100.0,3800.0,12510.0,3800.0,PrivacySuppressed,18.0,0.0,33777.0,PrivacySuppressed,5696.0
487,Adams State University,Alamosa,CO,3,33.0,0.9983,570.0,570.0,1484.0,9680.0,17933.0,0.287,0.5924,0.2198,1,1800.0,9167.0,3150.0,11844.0,3150.0,38100,11.0,34744.0,43238.0,0.1,6465.0
491,University of Colorado Denver/Anschutz Medical Campus,Denver,CO,3,11.0,0.7205,630.0,620.0,11042.0,9384.0,26376.0,0.4804,0.748,0.2449,1,1460.0,13790.0,6300.0,11844.0,6300.0,71200,17.0,56823.0,65337.0,0.15,10909.0
492,University of Colorado Colorado Springs,Colorado Springs,CO,3,11.0,0.9527,632.0,632.0,9634.0,8766.0,21222.0,0.4414,0.6664,0.2312,1,1800.0,10920.0,4660.0,11080.0,4660.0,49300,16.0,46372.0,60355.0,0.17,8428.0
494,University of Colorado Boulder,Boulder,CO,3,12.0,0.7958,690.0,700.0,30414.0,12496.0,38314.0,0.7404,0.8738,0.5306,1,1200.0,15676.0,2979.0,13050.0,2979.0,59700,18.0,60294.0,71679.0,0.27,12044.0
496,Colorado College,Colorado Springs,CO,3,11.0,0.1425,632.0,632.0,2235.0,62070.0,62070.0,0.8574,0.961,0.823,1,1240.0,13668.0,2584.0,13668.0,2584.0,49900,9.0,57189.0,71323.0,0.30-0.34,11189.0
500,Colorado School of Mines,Golden,CO,3,21.0,0.5688,720.0,750.0,5440.0,19538.0,40838.0,0.8325,0.9093,0.665,1,1500.0,15286.0,1879.0,10142.0,3065.0,95600,16.0,89268.0,98282.0,0.39,12648.0
502,Colorado State University-Fort Collins,Fort Collins,CO,3,12.0,0.8964,650.0,640.0,24344.0,12331.0,31613.0,0.6912,0.8563,0.4671,1,1200.0,13016.0,1799.0,11844.0,1799.0,53400,17.0,50739.0,66888.0,0.22,10534.0
509,University of Denver,Denver,CO,3,11.0,0.6363,700.0,690.0,5771.0,54819.0,54819.0,0.7569,0.8405,0.6742,1,1000.0,14674.0,3021.0,14674.0,3021.0,65400,10.0,64427.0,77548.0,0.25,11193.0
511,Fort Lewis College,Durango,CO,3,32.0,0.9275,620.0,580.0,3260.0,9004.0,19660.0,0.4406,0.5427,0.2958,1,1240.0,12012.0,3714.0,10528.0,3714.0,39400,14.0,39216.0,43974.0,0.15,7218.0
516,Colorado Mesa University,Grand Junction,CO,3,13.0,0.8024,610.0,590.0,7904.0,9000.0,22322.0,0.3809,0.7207,0.2758,1,1560.0,11265.0,3110.0,8478.0,3110.0,42300,18.0,38798.0,51236.0,0.13,7164.0
517,Metropolitan State University of Denver,Denver,CO,3,11.0,0.8882,580.0,560.0,15625.0,10021.0,27502.0,0.2976,0.6283,0.1085,1,1460.0,0.0,0.0,13160.0,6080.0,44200,19.0,46379.0,54769.0,0.11,7336.0
522,University of Northern Colorado,Greeley,CO,3,12.0,0.9113,620.0,590.0,6683.0,10666.0,23785.0,0.519,0.6913,0.3553,1,1200.0,12152.0,3290.0,11844.0,3598.0,47100,14.0,46310.0,53562.0,0.16,7865.0
527,Regis University,Denver,CO,3,11.0,0.8137,640.0,630.0,2616.0,39610.0,39610.0,0.6202,0.7921,0.53,1,1460.0,12962.0,3148.0,11844.0,3148.0,62700,10.0,63287.0,76479.0,0.15,7471.0
530,Colorado State University Pueblo,Pueblo,CO,3,12.0,0.9917,570.0,560.0,3092.0,9005.0,15659.0,0.3856,0.625,0.2078,1,1854.0,11170.0,5516.0,11783.0,5516.0,41600,15.0,44520.0,53002.0,0.1,6918.0
535,United States Air Force Academy,USAF Academy,CO,3,31.0,0.1243,730.0,760.0,4181.0,0.0,0.0,0.8609,0.9253,0.8478,1,0.0,0.0,0.0,12051.5,3917.56,0,8.0,0.0,0.0,PrivacySuppressed,10484.0
537,Western Colorado University,Gunnison,CO,3,33.0,0.9087,630.0,600.0,1722.0,10662.0,22446.0,0.4763,0.7361,0.2931,1,1300.0,9990.0,3150.0,11844.0,3150.0,43400,18.0,43410.0,49899.0,0.15-0.16,6952.0
538,Albertus Magnus College,New Haven,CT,3,12.0,0.8173,632.0,632.0,1023.0,36442.0,36442.0,0.5915,0.642,0.4403,1,1000.0,14898.0,6888.0,14312.0,7468.0,56000,14.0,51037.0,0.0,0.07,7903.0
540,Bais Binyomin Academy,Monsey,NY,3,21.0,0.7419,632.0,632.0,40.0,10050.0,10050.0,0.0,0.6818,0.0,1,200.0,6350.0,3800.0,15250.0,3800.0,0,7.0,0.0,0.0,PrivacySuppressed,4583.0
541,University of Bridgeport,Bridgeport,CT,3,12.0,0.7314,570.0,560.0,1733.0,35760.0,35760.0,0.4412,0.5516,0.3382,1,1500.0,16350.0,7372.0,8776.0,10502.0,47100,11.0,48038.0,55301.0,0.07,6803.0
542,Central Connecticut State University,New Britain,CT,3,21.0,0.7483,600.0,580.0,7616.0,11542.0,24946.0,0.5473,0.7232,0.2852,1,1600.0,12174.0,2256.0,12174.0,2256.0,51600,14.0,49063.0,62959.0,0.15,9790.0
545,Connecticut College,New London,CT,3,13.0,0.4095,748.0,728.0,1811.0,60795.0,60795.0,0.8096,0.8611,0.7762,1,1000.0,16780.0,1000.0,16780.0,2000.0,62900,9.0,62748.0,99533.0,0.30-0.34,9524.0
547,University of Connecticut,Storrs,CT,3,21.0,0.556,700.0,730.0,18362.0,18524.0,41192.0,0.8308,0.9164,0.7239,1,950.0,13258.0,3032.0,14760.0,3032.0,66000,15.0,68633.0,83721.0,0.27,12984.0
550,Eastern Connecticut State University,Willimantic,CT,3,31.0,0.732,632.0,632.0,3767.0,12304.0,25708.0,0.5702,0.7708,0.4504,1,800.0,14434.0,2298.0,9968.0,2548.0,49000,14.0,53636.0,51324.0,0.16,9372.0
551,Fairfield University,Fairfield,CT,3,21.0,0.5581,690.0,690.0,4548.0,52870.0,52870.0,0.8394,0.8915,0.8176,1,1150.0,16110.0,1730.0,16110.0,1730.0,80100,12.0,95258.0,100883.0,0.3,12205.0
557,University of Hartford,West Hartford,CT,3,12.0,0.7879,650.0,620.0,3915.0,44885.0,44885.0,0.5855,0.7733,0.5276,1,1140.0,13353.0,3174.0,11417.0,3504.0,51700,8.0,58810.0,69082.0,0.16,7819.0
563,Mitchell College,New London,CT,3,13.0,0.7799,632.0,632.0,508.0,35775.0,35775.0,0.4141,0.6381,0.3697,1,1200.0,14185.0,2700.0,14185.0,2700.0,34000,13.0,33104.0,37207.0,0.10-0.14,7152.0
567,University of New Haven,West Haven,CT,3,21.0,0.9413,650.0,630.0,4970.0,42898.0,42898.0,0.661,0.7631,0.5207,1,1000.0,17930.0,1726.0,13622.0,2526.0,54600,16.0,55520.0,60782.0,0.18,10779.0
570,Paier College,Bridgeport,CT,3,12.0,0.9623,632.0,632.0,171.0,23760.0,23760.0,0.625,0.625,0.5714,1,2700.0,18000.0,1800.0,3500.0,1800.0,33900,6.0,0.0,0.0,<=0.20,5762.0
574,Quinnipiac University,Hamden,CT,3,21.0,0.8812,632.0,632.0,6243.0,51270.0,51270.0,0.8001,0.8719,0.7701,1,800.0,15690.0,2000.0,15690.0,2800.0,67700,12.0,79799.0,86430.0,0.26,11292.0
575,Sacred Heart University,Fairfield,CT,3,21.0,0.6612,632.0,632.0,6699.0,45230.0,45230.0,0.7349,0.8571,0.6853,1,1200.0,16868.0,2650.0,10462.0,3150.0,61800,14.0,74137.0,75306.0,0.2,9703.0
576,University of Saint Joseph,West Hartford,CT,3,21.0,0.7825,548.0,633.0,895.0,43084.0,43084.0,0.564,0.773,0.4692,1,1200.0,12732.0,1550.0,12210.0,2550.0,52900,8.0,54286.0,0.0,0.15-0.16,8783.0
578,Southern Connecticut State University,New Haven,CT,3,12.0,0.8293,632.0,632.0,6584.0,11882.0,25286.0,0.5226,0.7155,0.2868,1,1200.0,13666.0,2560.0,8182.0,5422.0,48100,12.0,56079.0,59638.0,0.11,9606.0
580,Trinity College,Hartford,CT,3,12.0,0.3775,730.0,750.0,2143.0,61370.0,61370.0,0.8515,0.9142,0.8086,1,1000.0,15900.0,1500.0,15900.0,1500.0,74300,9.0,66380.0,88305.0,0.25-0.29,10647.0
582,United States Coast Guard Academy,New London,CT,3,13.0,0.1928,690.0,700.0,1049.0,0.0,0.0,0.9205,0.9387,0.9129,1,0.0,0.0,0.0,15015.0,1900.0,0,7.0,0.0,0.0,PrivacySuppressed,11487.0
583,Wesleyan University,Middletown,CT,3,13.0,0.1944,750.0,760.0,3250.0,62049.0,62049.0,0.9102,0.9458,0.856,1,1200.0,17531.0,1465.0,12904.43,3400.48,63400,8.0,67730.0,83342.0,0.35-0.36,12578.0
584,Western Connecticut State University,Danbury,CT,3,13.0,0.8485,632.0,632.0,4028.0,11781.0,25185.0,0.5292,0.6895,0.3008,1,1300.0,13876.0,2250.0,13452.0,2250.0,50400,11.0,50362.0,63795.0,0.13,9872.0
585,Yale University,New Haven,CT,3,12.0,0.0531,780.0,800.0,6535.0,59950.0,59950.0,0.9692,0.9826,0.8767,1,1000.0,17800.0,3420.0,11247.0,6445.0,124400,6.0,91970.0,99848.0,0.35-0.39,20028.0
589,Delaware State University,Dover,DE,3,13.0,0.5884,632.0,632.0,4179.0,8358.0,18280.0,0.4701,0.751,0.3292,1,2000.0,13068.0,2450.0,13578.0,5888.0,38400,16.0,44810.0,44742.0,0.03,8176.0
590,University of Delaware,Newark,DE,3,21.0,0.7235,670.0,670.0,18707.0,15020.0,36880.0,0.8228,0.9148,0.7318,1,1000.0,13742.0,1800.0,13742.0,1800.0,64000,15.0,67006.0,82030.0,0.3,13406.0
591,Goldey-Beacom College,Wilmington,DE,3,21.0,0.6288,632.0,632.0,667.0,12750.0,12750.0,0.5546,0.8214,0.5089,1,1000.0,10200.0,1800.0,10200.0,2700.0,48800,17.0,43247.0,61163.0,0.10-0.14,8615.0
594,American University,Washington,DC,3,11.0,0.6409,730.0,710.0,8158.0,53334.0,53334.0,0.787,0.9046,0.7313,1,800.0,15150.0,1228.0,15150.0,1228.0,67700,12.0,72560.0,80398.0,0.24,12387.0
595,The Catholic University of America,Washington,DC,3,11.0,0.8601,632.0,632.0,2891.0,52156.0,52156.0,0.7367,0.88,0.6593,1,1000.0,16020.0,3150.0,16020.0,4950.0,60500,11.0,70382.0,79540.0,0.22,9587.0
598,Gallaudet University,Washington,DC,3,11.0,0.6169,588.0,570.0,998.0,17712.0,17712.0,0.5787,0.7961,0.2079,1,1426.0,14800.0,5600.0,14800.0,5600.0,34300,6.0,35825.0,39316.0,0.10-0.14,9693.0
599,George Washington University,Washington,DC,3,11.0,0.4971,740.0,750.0,10929.0,59870.0,59870.0,0.8366,0.9074,0.7729,1,1400.0,15440.0,1625.0,15440.0,1625.0,82400,12.0,79989.0,99077.0,0.27,15282.0
600,Georgetown University,Washington,DC,3,11.0,0.1198,770.0,780.0,7395.0,59957.0,59957.0,0.952,0.9761,0.8958,1,1200.0,17758.0,2600.0,14527.0,2845.5,125200,11.0,95456.0,116294.0,0.36,16073.0
601,Howard University,Washington,DC,3,11.0,0.3525,650.0,640.0,8902.0,28916.0,28916.0,0.6358,0.9092,0.5292,1,1360.0,14678.0,3260.0,14527.0,2845.5,54500,13.0,59832.0,58048.0,0.05,10024.0
604,Trinity Washington University,Washington,DC,3,11.0,0.9729,632.0,632.0,1383.0,25110.0,25110.0,0.4055,0.7738,0.2028,1,1060.0,11380.0,2230.0,12480.0,2770.0,43100,11.0,46425.0,0.0,0.04,7675.0
608,Barry University,Miami,FL,3,21.0,0.6369,632.0,632.0,2932.0,31540.0,31540.0,0.406,0.5456,0.2088,1,1500.0,11626.0,4378.0,12500.0,6368.0,50900,15.0,52099.0,64117.0,0.06,8858.0
609,Bethune-Cookman University,Daytona Beach,FL,3,13.0,0.9984,510.0,480.0,2513.0,14794.0,14794.0,0.3248,0.579,0.1475,1,1450.0,10396.0,4400.0,10396.0,7200.0,32300,15.0,38058.0,38924.0,0.01,6761.0
610,Lynn University,Boca Raton,FL,3,13.0,0.8301,600.0,600.0,2632.0,40900.0,40900.0,0.502,0.7635,0.4395,1,800.0,12720.0,5848.0,15829.0,8562.0,46500,18.0,45397.0,46207.0,0.15-0.16,5915.0
616,Johnson University Florida,Kissimmee,FL,3,21.0,0.4207,520.0,490.0,148.0,18614.0,18614.0,0.2895,0.4,0.1389,1,1200.0,8161.0,2291.0,9429.0,3943.0,31700,8.0,32145.0,43540.0,0.13-0.14,5581.0
617,University of Central Florida,Orlando,FL,3,21.0,0.3637,680.0,670.0,59710.0,6368.0,22467.0,0.7494,0.9185,0.4637,1,1200.0,11498.0,4970.0,11498.0,4970.0,51200,30.0,50809.0,63845.0,0.14,10981.0
623,Eckerd College,Saint Petersburg,FL,3,11.0,0.7038,632.0,632.0,2026.0,47704.0,47704.0,0.6818,0.8066,0.6343,1,1350.0,13482.0,3100.0,13482.0,3100.0,46700,12.0,45339.0,53285.0,0.19-0.20,8349.0
625,Edward Waters University,Jacksonville,FL,3,11.0,0.8011,632.0,632.0,1079.0,14878.0,14878.0,0.276,0.5649,0.1448,1,0.0,8010.0,4276.0,8992.0,4276.0,28700,22.0,31403.0,31452.0,<=0.02,5132.0
626,Embry-Riddle Aeronautical University-Daytona Beach,Daytona Beach,FL,3,13.0,0.723,660.0,670.0,6899.0,39066.0,39066.0,0.622,0.8018,0.3381,1,1400.0,12354.0,4934.0,12354.0,4934.0,70300,18.0,73751.0,83733.0,0.18,10236.0
627,Florida Agricultural and Mechanical University,Tallahassee,FL,3,12.0,0.3529,590.0,560.0,7005.0,5785.0,17725.0,0.5537,0.8907,0.2814,1,1138.0,11644.0,5586.0,9872.0,6550.0,44700,14.0,43190.0,44178.0,0.03,8862.0
628,Florida Atlantic University,Boca Raton,FL,3,13.0,0.7801,610.0,590.0,23695.0,4879.0,17324.0,0.5545,0.8028,0.374,1,1272.0,12030.0,5788.0,12092.0,6362.0,48300,21.0,51215.0,58641.0,0.11,9848.0
630,Flagler College,Saint Augustine,FL,3,23.0,0.7404,610.0,570.0,2631.0,21140.0,21140.0,0.579,0.7042,0.4968,1,1200.0,13070.0,3800.0,11250.0,3800.0,42200,15.0,45068.0,54338.0,0.15,7595.0
635,AdventHealth University,Orlando,FL,3,11.0,0.9027,632.0,632.0,1058.0,20340.0,20340.0,0.3939,0.5429,0.25,1,3600.0,10824.0,7168.0,17412.0,7168.0,58200,6.0,61626.0,70959.0,0.1,8241.0
636,Florida Institute of Technology,Melbourne,FL,3,13.0,0.6588,670.0,670.0,3219.0,43246.0,43246.0,0.663,0.8182,0.5295,1,1200.0,10488.0,3600.0,13396.0,3600.0,61200,14.0,42988.0,70164.0,0.11,9904.0
638,Florida International University,Miami,FL,3,21.0,0.6401,630.0,610.0,39936.0,6565.0,18963.0,0.6708,0.9019,0.4231,1,1350.0,11076.0,5006.0,13062.0,5926.0,52000,24.0,55187.0,64222.0,0.11,10252.0
640,Florida Memorial University,Miami Gardens,FL,3,21.0,0.5676,632.0,632.0,945.0,16836.0,16836.0,0.3196,0.5124,0.2149,1,2300.0,8028.0,4400.0,11000.0,5500.0,29600,15.0,36085.0,36601.0,<=0.01,7488.0
643,Florida Southern College,Lakeland,FL,3,12.0,0.6088,680.0,655.0,2741.0,38980.0,38980.0,0.6773,0.7917,0.6397,1,1250.0,12006.0,2864.0,12006.0,2864.0,44400,14.0,47607.0,56840.0,0.15,8640.0
644,Florida State University,Tallahassee,FL,3,12.0,0.3707,680.0,660.0,33368.0,5656.0,18786.0,0.8322,0.9366,0.6971,1,1000.0,11472.0,5348.0,11472.0,5348.0,53900,22.0,53036.0,62260.0,0.17,11305.0
645,University of Florida,Gainesville,FL,3,12.0,0.3013,720.0,750.0,34044.0,6381.0,28659.0,0.9089,0.9673,0.716,1,810.0,10400.0,3840.0,10400.0,3840.0,65700,17.0,62944.0,79324.0,0.22,12317.0
659,Jacksonville University,Jacksonville,FL,3,11.0,0.7762,640.0,610.0,2627.0,42400.0,42400.0,0.4784,0.6855,0.3966,1,700.0,15320.0,2330.0,12490.0,3330.0,57100,13.0,57141.0,57884.0,0.11,7825.0
669,Luther Rice College & Seminary,Lithonia,GA,3,21.0,0.4737,632.0,632.0,201.0,9088.0,9088.0,0.0,0.0,0.0,1,496.0,0.0,0.0,16272.0,1280.0,45400,9.0,41249.0,55763.0,0.05-0.09,3458.0
677,University of Miami,Coral Gables,FL,3,13.0,0.2849,720.0,740.0,11928.0,54760.0,54760.0,0.8351,0.9277,0.731,1,1000.0,15980.0,3590.0,20060.0,3590.0,72900,13.0,70087.0,75120.0,0.23,13336.0
681,University of North Florida,Jacksonville,FL,3,11.0,0.7749,620.0,590.0,13862.0,6389.0,20793.0,0.6712,0.7896,0.448,1,1200.0,9956.0,3984.0,11286.0,3974.0,49200,19.0,48440.0,59109.0,0.13,8235.0
682,Nova Southeastern University,Fort Lauderdale,FL,3,21.0,0.925,650.0,660.0,6578.0,34570.0,34570.0,0.6051,0.776,0.5118,1,2112.0,14134.0,5120.0,13383.0,7110.0,55600,17.0,55160.0,58363.0,0.09,10512.0
685,Palm Beach Atlantic University,West Palm Beach,FL,3,12.0,0.8986,630.0,610.0,2274.0,34134.0,34134.0,0.6081,0.7132,0.5046,1,1114.0,11026.0,7394.0,10174.0,8246.0,48000,12.0,46353.0,53896.0,0.15,8262.0
694,Ringling College of Art and Design,Sarasota,FL,3,13.0,0.6873,632.0,632.0,1661.0,51170.0,51170.0,0.8046,0.8318,0.7086,1,2700.0,16000.0,4889.0,15468.0,5225.0,43100,12.0,46315.0,51762.0,0.17-0.18,8913.0
696,Rollins College,Winter Park,FL,3,21.0,0.4869,632.0,632.0,2501.0,54740.0,54740.0,0.7059,0.8333,0.6308,1,820.0,15000.0,2670.0,10030.0,3200.0,53100,11.0,52603.0,62007.0,0.17,9662.0
698,Saint Leo University,Saint Leo,FL,3,23.0,0.7066,590.0,560.0,6456.0,26050.0,26050.0,0.4625,0.5686,0.3461,1,792.0,14300.0,2776.0,7440.0,2776.0,50500,16.0,43994.0,56666.0,0.05,8112.0
705,St. John Vianney College Seminary,Miami,FL,3,21.0,0.9474,632.0,632.0,37.0,23100.0,23100.0,1.0,0.4545,1.0,1,800.0,12100.0,4000.0,12781.0,6147.0,0,4.0,0.0,0.0,PrivacySuppressed,3586.0
708,University of South Florida,Tampa,FL,3,11.0,0.4938,660.0,670.0,36681.0,6410.0,17324.0,0.7463,0.8951,0.5949,1,1100.0,12568.0,4100.0,10202.0,4100.0,48500,22.0,50758.0,60625.0,0.14,10538.0
709,St. Thomas University,Miami Gardens,FL,3,21.0,0.7086,530.0,530.0,1797.0,32940.0,32940.0,0.4124,0.5632,0.3351,1,360.0,12130.0,5016.0,14688.0,6831.0,60500,10.0,52837.0,58169.0,0.07-0.08,9080.0
710,Stetson University,DeLand,FL,3,13.0,0.9164,650.0,645.0,2826.0,50800.0,50800.0,0.6327,0.7218,0.5776,1,1200.0,14910.0,3000.0,14910.0,3000.0,51800,12.0,47167.0,58808.0,0.16,10275.0
711,Southeastern University,Lakeland,FL,3,12.0,0.4492,610.0,573.0,5296.0,28320.0,28320.0,0.5143,0.699,0.3402,1,1600.0,10814.0,4080.0,10814.0,2400.0,37900,26.0,38480.0,46687.0,0.13,7317.0
717,The University of Tampa,Tampa,FL,3,11.0,0.5355,630.0,610.0,9838.0,31274.0,31274.0,0.6212,0.829,0.5172,1,1500.0,11690.0,4130.0,7000.0,4630.0,55100,18.0,53359.0,67292.0,0.18,9381.0
720,Trinity Baptist College,Jacksonville,FL,3,11.0,0.4301,570.0,530.0,341.0,13180.0,13180.0,0.1786,0.5405,0.0909,1,1250.0,7852.0,2828.0,15000.0,2828.0,33300,15.0,19908.0,40888.0,0.10-0.14,3916.0
721,Trinity College of Florida,Trinity,FL,3,21.0,0.4672,530.0,520.0,199.0,16300.0,16300.0,0.3636,0.5313,0.3125,1,1450.0,7600.0,2400.0,6975.0,1800.0,33700,12.0,36145.0,38573.0,<=0.10,4763.0
723,Warner University,Lake Wales,FL,3,41.0,0.5313,540.0,530.0,762.0,26744.0,26744.0,0.402,0.4601,0.2487,1,1730.0,9540.0,2730.0,11400.0,3500.0,42500,13.0,42231.0,49690.0,0.05-0.06,5515.0
725,Webber International University,Babson Park,FL,3,31.0,0.4574,632.0,632.0,775.0,29534.0,29534.0,0.2431,0.5054,0.1989,1,1338.0,11138.0,5040.0,9000.0,5040.0,40100,24.0,41953.0,47200.0,0.09-0.10,5166.0
727,The University of West Florida,Pensacola,FL,3,13.0,0.5281,630.0,600.0,8881.0,6360.0,19241.0,0.5201,0.8371,0.3485,1,1600.0,11268.0,2300.0,11268.0,2300.0,43400,21.0,42514.0,52855.0,0.11,9077.0
733,Agnes Scott College,Decatur,GA,3,21.0,0.6985,632.0,632.0,1013.0,44250.0,44250.0,0.7454,0.8394,0.6937,1,1000.0,13050.0,2246.0,2500.0,2338.0,46300,12.0,48180.0,0.0,0.10-0.14,9450.0
742,Point University,West Point,GA,3,32.0,0.4656,560.0,570.0,794.0,21850.0,21850.0,0.2895,0.5479,0.2258,1,2000.0,8000.0,2000.0,9000.0,2000.0,34700,12.0,34711.0,44632.0,0.07,5907.0
746,Clark Atlanta University,Atlanta,GA,3,11.0,0.5824,543.0,510.0,3376.0,24012.0,24012.0,0.4155,0.7039,0.2343,1,1900.0,10222.0,3312.0,10222.0,3312.0,38200,18.0,42136.0,40268.0,0.02,7863.0
748,Berry College,Mount Berry,GA,3,23.0,0.699,678.0,638.0,2170.0,38656.0,38656.0,0.7243,0.8479,0.6632,1,1000.0,13620.0,2224.0,10780.0,4084.0,43900,12.0,45265.0,56802.0,0.25-0.26,8767.0
750,Brenau University,Gainesville,GA,3,13.0,0.8911,590.0,540.0,1310.0,32530.0,32530.0,0.4712,0.5145,0.3879,1,1330.0,12200.0,2900.0,10850.0,4280.0,45400,9.0,48835.0,65309.0,0.07,7495.0
751,Brewton-Parker College,Mount Vernon,GA,3,42.0,0.7974,510.0,500.0,597.0,19220.0,19220.0,0.1593,0.4574,0.0531,1,1845.0,9370.0,4922.0,13395.0,4922.0,35100,18.0,37011.0,47326.0,0.05-0.09,4658.0
